gestion,mes,dia,hora,estacion,longitud,latitud,altura,Precipitación,Temperatura,Humedad
2025,1,31,11:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,15.20,49.70
2025,1,31,11:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,15.90,49.80
2025,1,31,11:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,15.20,46.70
2025,1,31,1:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.50,90.40
2025,1,31,12:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,15.70,49.30
2025,1,31,12:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,15.90,49.50
2025,1,31,12:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,16.20,44.90
2025,1,31,12:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,15.80,43.10
2025,1,31,1:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.50,88.30
2025,1,31,13:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,15.90,41.60
2025,1,31,13:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,16.40,42.60
2025,1,31,13:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,16.40,39.90
2025,1,31,13:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,17.00,41.00
2025,1,31,14:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,17.40,35.40
2025,1,31,14:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,17.90,31.10
2025,1,31,14:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,18.50,29.20
2025,1,31,14:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,18.40,28.60
2025,1,31,1:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.50,87.10
2025,1,31,15:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,18.70,27.60
2025,1,31,15:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,18.50,26.60
2025,1,31,15:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,18.40,25.70
2025,1,31,15:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,18.90,23.80
2025,1,31,16:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.10,19.30
2025,1,31,16:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.20,21.30
2025,1,31,16:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.60,21.50
2025,1,31,16:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.60,22.10
2025,1,31,17:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.20,20.20
2025,1,31,17:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.40,18.70
2025,1,31,17:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.30,20.90
2025,1,31,17:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.30,21.80
2025,1,31,18:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.00,20.90
2025,1,31,18:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.30,21.40
2025,1,31,18:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,19.00,24.10
2025,1,31,18:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,18.30,28.10
2025,1,31,19:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,16.50,40.30
2025,1,31,19:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,16.10,43.10
2025,1,31,19:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,14.10,43.10
2025,1,31,19:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,12.80,52.30
2025,1,31,2:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.60,86.50
2025,1,31,20:0,Salinas (INIAF),-67.669248,-19.650844,3717,1.20,10.70,57.30
2025,1,31,20:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.20,9.70,66.70
2025,1,31,20:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.20,9.90,67.80
2025,1,31,20:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.70,73.70
2025,1,31,21:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.60,67.30
2025,1,31,21:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.30,74.50
2025,1,31,21:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.20,79.60
2025,1,31,21:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,10.80,59.70
2025,1,31,2:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.70,87.70
2025,1,31,22:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,10.30,62.90
2025,1,31,22:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,10.10,63.30
2025,1,31,22:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,10.50,58.50
2025,1,31,22:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,10.60,58.10
2025,1,31,2:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.60,88.50
2025,1,31,23:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,10.80,55.40
2025,1,31,23:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,11.10,51.70
2025,1,31,23:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,11.00,52.50
2025,1,31,23:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,11.40,51.50
2025,1,31,2:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.50,89.20
2025,1,31,3:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.40,90.50
2025,1,31,3:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.30,92.20
2025,1,31,3:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.30,91.50
2025,1,31,3:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.20,89.40
2025,1,31,4:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.30,89.50
2025,1,31,4:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.00,88.90
2025,1,31,4:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,7.70,90.00
2025,1,31,4:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,7.60,89.30
2025,1,31,5:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,7.70,90.60
2025,1,31,5:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.40,81.10
2025,1,31,5:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.20,7.80,87.80
2025,1,31,5:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.40,81.50
2025,1,31,6:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,8.60,76.90
2025,1,31,6:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.00,73.20
2025,1,31,6:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.00,73.30
2025,1,31,6:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.30,72.00
2025,1,31,7:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.10,75.90
2025,1,31,7:15,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.40,74.70
2025,1,31,7:30,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.10,77.60
2025,1,31,7:45,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,9.60,81.60
2025,1,31,8:0,Salinas (INIAF),-67.669248,-19.650844,3717,0.00,11.10,67.80
